"ID","GameID","KingID","TeamName","URL","Titre","Notes","Region","HCMap","HRMap"
"748","","Eejil","","HC=61&amp;HR=7&amp;HCM=54&amp;HRM=1","Oeil de Caragern","","Collines de Glace","54","1"
"750","","Babotchkine","","HC=84&amp;HR=50&amp;HCM=74&amp;HRM=41","Abies","","Forêt Centrale / Le Grenier","74","41"
"751","","Gobniu","","HC=83&amp;HR=27&amp;HCM=76&amp;HRM=21","Coeur des terres sauvages","","Collines Sanglantes / Landes Amères","76","21"
"752","","Brumor","","HC=76&amp;HR=17&amp;HCM=70&amp;HRM=13","76.17 caverne","","Collines Sanglantes / Terres Sauvages","70","13"
"753","","Brumor","","HC=76&amp;HR=19&amp;HCM=72&amp;HRM=14","7 dricks 76.19","","Collines Sanglantes / Crache flammes","72","14"
"754","","Amasse","","HC=34&amp;HR=36&amp;HCM=26&amp;HRM=32","Pêcheurs à chouraver","","Cercle des Brisants / Mer Impériale","26","32"
"755","","Altamen","","HC=79&amp;HR=12&amp;HCM=68&amp;HRM=6","Carte Terres Sauvages 1","","Grand Chenal / Terres Sauvages","68","6"
"756","","Claude","","HC=36&amp;HR=58&amp;HCM=30&amp;HRM=51","Marchiliens","","Ile de Feu / Golfe de Pierre","30","51"
"757","","Claude","","HC=40&amp;HR=58&amp;HCM=36&amp;HRM=48","Comptoir commercial de Pidari","","Golfe de Pierre","36","48"
"758","","Altamen","","HC=75&amp;HR=19&amp;HCM=68&amp;HRM=17","Carte Terres Sauvages 2","","Collines Sanglantes / Crache flammes","68","17"
"762","","Lear","","HC=94&amp;HR=31&amp;HCM=86&amp;HRM=24","Le Pays Dur","","Pays Dur / Harapan","86","24"
"763","","Lear","","HC=72&amp;HR=37&amp;HCM=68&amp;HRM=26","Landes Amères","","Landes Amères","68","26"
"764","","Lear","","HC=110&amp;HR=23&amp;HCM=102&amp;HRM=12","Terre des Trolls","","Terre des Trolls / Mer Fumante","102","12"
"765","","Lear","","HC=109&amp;HR=31&amp;HCM=102&amp;HRM=22","La Mer Fumante","","Rocher rouge / Mer Fumante","102","22"
"766","","Lear","","HC=119&amp;HR=27&amp;HCM=118&amp;HRM=22","Le Bourbier du Silence","","Mer Fumante / Bourbier du Silence","118","22"
"767","","Lear","","HC=52&amp;HR=47&amp;HCM=36&amp;HRM=38","Côte d&apos;Arain","","Côte d&apos;Arain / Haut Empire","36","38"
"768","","Lear","","HC=111&amp;HR=44&amp;HCM=104&amp;HRM=36","Les Monts Morts","","Monts Morts","104","36"
"769","","Lear","","HC=78&amp;HR=54&amp;HCM=68&amp;HRM=50","Le Grenier","","Le Grenier","68","50"
"770","","Lear","","HC=104&amp;HR=62&amp;HCM=96&amp;HRM=50","La Ghestalt","","Grande Forêt / Côte Chaude","96","50"
"771","","Lear","","HC=95&amp;HR=37&amp;HCM=86&amp;HRM=30","Harapan","","Pays Dur / Harapan","86","30"
"772","","Lear","","HC=95&amp;HR=57&amp;HCM=86&amp;HRM=50","La Grande Forêt","","Grande Forêt / Miroir des fées","86","50"
"773","","Lear","","HC=118&amp;HR=52&amp;HCM=118&amp;HRM=46","Le Cloaque","","Lac Perché / Le Cloaque","118","46"
"774","","Lear","","HC=63&amp;HR=60&amp;HCM=54&amp;HRM=52","La Verte","","La Verte / La Sérénissime","54","52"
"775","","Lear","","HC=61&amp;HR=65&amp;HCM=50&amp;HRM=62","La Baie de Mikaron","","La Verte / Baie de Mikaron / La Sérénissime","50","62"
"776","","Lear","","HC=92&amp;HR=64&amp;HCM=84&amp;HRM=60","La Vallée de l&apos;Encens","","Grande Forêt / Vallée de l&apos;Encens / Miroir des fées","84","60"
"777","","Lear","","HC=104&amp;HR=69&amp;HCM=96&amp;HRM=63","Mont Schéol","","Côte Chaude","96","63"
"778","","Lear","","HC=119&amp;HR=69&amp;HCM=118&amp;HRM=60"," La Barrière de Corail","","Côte Chaude / Barrière de Corail","118","60"
"780","","Lear","","HC=93&amp;HR=78&amp;HCM=86&amp;HRM=72","Le Pont de Terre","","Pont de Terre","86","72"
"781","","Lear","","HC=108&amp;HR=82&amp;HCM=100&amp;HRM=72","La Mer Intérieure","","Mer Intérieure / Pakmar","100","72"
"783","","Cerfeuille","","HC=78&amp;HR=8&amp;HCM=74&amp;HRM=0","Uliastay","","Grand Chenal / Terres Sauvages","74","0"
"785","","Drogschol","","HC=67&amp;HR=18&amp;HCM=60&amp;HRM=13","Fortberg","","Plaines du Sabot","60","13"
"786","","Drogschol","","HC=68&amp;HR=31&amp;HCM=60&amp;HRM=21","Schlägerberg","","Landes Amères / Le Coeur / Blutsauger","60","21"
"787","","Drogschol","","HC=54&amp;HR=14&amp;HCM=46&amp;HRM=5","Midgard","","Collines de Glace / Plaines du Sabot / Midgard","46","5"
"788","","Drogschol","","HC=74&amp;HR=7&amp;HCM=64&amp;HRM=4","Dzag","","Grand Chenal / Terres Sauvages","64","4"
"789","","Drogschol","","HC=51&amp;HR=5&amp;HCM=44&amp;HRM=3","Yanovie","","Côte Gelée / Yanovie","44","3"
"791","","Amasse","","HC=71&amp;HR=60&amp;HCM=60&amp;HRM=52","La Sérénissime","","La Verte / Le Grenier / La Sérénissime","60","52"
"792","","Vittel","","HC=93&amp;HR=32&amp;HCM=86&amp;HRM=26","Harapan - Ravi","","Pays Dur / Harapan","86","26"
"793","","Vittel","","HC=96&amp;HR=43&amp;HCM=88&amp;HRM=37","sud Harapan - Chemin aux ânes","","Harapan / Montagnes de Bourbe","88","37"
"795","","Ottokar","","HC=44&amp;HR=55&amp;HCM=38&amp;HRM=51","Jungle des Raflés","","Golfe de Pierre / Onad","38","51"
"797","","Harlock","","HC=39&amp;HR=9&amp;HCM=32&amp;HRM=3","Ijstuur","","Côte Gelée","32","3"
"799","","Amasse","","HC=15&amp;HR=80&amp;HCM=8&amp;HRM=74","EDO air","","Baie des Naufragés","8","74"
"800","","Brumor","","HC=104&amp;HR=26&amp;HCM=98&amp;HRM=20","6 dricks en 104.26","","Terre des Trolls / Pays Dur / Mer Fumante","98","20"
"801","","Brumor","","HC=105&amp;HR=26&amp;HCM=98&amp;HRM=21","15 dricks 105.26","","Terre des Trolls / Mer Fumante","98","21"
"802","","Amasse","","HC=24&amp;HR=35&amp;HCM=16&amp;HRM=25","Utopia","","Cercle des Brisants / Utopia","16","25"
"803","","Zavatta","","HC=109&amp;HR=67&amp;HCM=102&amp;HRM=57","Kraken","","Côte Chaude / Domaine des Baladins","102","57"
"804","","Brumor","","HC=100&amp;HR=20&amp;HCM=94&amp;HRM=13","8 dricks en 87.25","","Vielle Forêt / Grande Assemblée","94","13"
"806","","Brumor","","HC=84&amp;HR=24&amp;HCM=78&amp;HRM=17","8 dricks en 84.24","","Collines Sanglantes / Vielle Forêt","78","17"
"807","","Brumor","","HC=82&amp;HR=24&amp;HCM=76&amp;HRM=18","8 dricks en 82.24","","Collines Sanglantes","76","18"
"808","","Brumor","","HC=82&amp;HR=23&amp;HCM=74&amp;HRM=18","19 dricks en 82.23","","Collines Sanglantes","74","18"
"809","","Murmure","","HC=71&amp;HR=6&amp;HCM=62&amp;HRM=5","frontieres du nord","","Grand Chenal / Terres Sauvages","62","5"
"810","","Brumor","","HC=70&amp;HR=13&amp;HCM=62&amp;HRM=7","12 dricks en 70.13","","Collines de Glace / Grand Chenal / Terres Sauvages","62","7"
"811","","Brumor","","HC=69&amp;HR=11&amp;HCM=62&amp;HRM=6","15 dricks en 69.11","","Collines de Glace / Grand Chenal","62","6"
"813","","Altamen","","HC=79&amp;HR=72&amp;HCM=72&amp;HRM=66","Condottiero Fortezza","","Grand Ecrin","72","66"
"814","","Vittel","","HC=56&amp;HR=66&amp;HCM=50&amp;HRM=59","Baie de Mikaron","","La Verte / Baie de Mikaron / Mer du Sommeil","50","59"
"815","","Amasse","","HC=31&amp;HR=51&amp;HCM=24&amp;HRM=45","Vilaine Fermière","","Mer de Saumure / Ile de Feu","24","45"
"816","","Arsthan","","HC=61&amp;HR=6&amp;HCM=54&amp;HRM=0","Haut Caragern","","Collines de Glace","54","0"
"817","","Spiegelkast","","HC=53&amp;HR=24&amp;HCM=52&amp;HRM=22","Geolheim","","Plaines du Sabot / Kholf","52","22"
"819","","Harlock","","HC=45&amp;HR=19&amp;HCM=38&amp;HRM=13","Commanderie régionale - Astarté","","Baie Vaseuse","38","13"
"820","","Harlock","","HC=56&amp;HR=9&amp;HCM=48&amp;HRM=3","Gorge Profonde","","Collines de Glace / Yanovie","48","3"
"821","","Madmage","","HC=93&amp;HR=75&amp;HCM=86&amp;HRM=69","Pont de Terre","","Pont de Terre","86","69"
"823","","Brumor","","HC=73&amp;HR=11&amp;HCM=66&amp;HRM=7","12 dricks en 73.11","","Grand Chenal / Terres Sauvages","66","7"
"824","","Altamen","","HC=71&amp;HR=13&amp;HCM=64&amp;HRM=3","Carte devant frontière Air","","Grand Chenal / Terres Sauvages","64","3"
"825","","Harlock","","HC=67&amp;HR=12&amp;HCM=60&amp;HRM=6","Chapelle des Valeureux","","Collines de Glace","60","6"
"827","","Eejil","","HC=89&amp;HR=52&amp;HCM=82&amp;HRM=46","Chutes de Tarä, Gloire d&apos;Oraniel","","Grande Forêt / Montagnes de Bourbe","82","46"
"828","","Boisbande","","HC=47&amp;HR=54&amp;HCM=40&amp;HRM=49","Mont Tumaitonne","","Golfe de Pierre / Onad","40","49"
"829","","Amasse","","HC=28&amp;HR=64&amp;HCM=20&amp;HRM=58","Moncul","","Ile de Feu / Détroit d&apos;Espérance / Grand Archipel","20","58"
"830","","Claude","","HC=79&amp;HR=72&amp;HCM=72&amp;HRM=66","Condottiero Fortezza","","Grand Ecrin","72","66"
"831","","Eejil","","HC=89&amp;HR=56&amp;HCM=82&amp;HRM=46","Phaeleone (Marraine la fée)","","Grande Forêt / Montagnes de Bourbe","82","46"
"832","","Drogschol","","HC=39&amp;HR=6&amp;HCM=36&amp;HRM=3","Malkoport","","Côte Gelée","36","3"
"833","","Vittel","","HC=109&amp;HR=91&amp;HCM=96&amp;HRM=81","Grande Baie - 1","","Grande Baie","96","81"
"834","","Vittel","","HC=108&amp;HR=67&amp;HCM=100&amp;HRM=58","Lignum - Zavatta","","Côte Chaude / Domaine des Baladins","100","58"
"835","","Vittel","","HC=65&amp;HR=55&amp;HCM=58&amp;HRM=50","La Verte - 1","","La Verte","58","50"
"836","","Vittel","","HC=51&amp;HR=59&amp;HCM=44&amp;HRM=53","Golfe de Pierre","","Golfe de Pierre","44","53"
"837","","Delagrappa","","HC=82&amp;HR=36&amp;HCM=74&amp;HRM=36","Collines Dorées","","Landes Amères / Sevel","74","36"
"838","","Eejil","","HC=67&amp;HR=8&amp;HCM=60&amp;HRM=2","La poiscasse","","Collines de Glace","60","2"
"839","","Zavatta","","HC=86&amp;HR=50&amp;HCM=70&amp;HRM=40","Octe More","","Forêt Centrale / Le Grenier / Grande Forêt / Montagnes de Bourbe","70","40"
"840","","Sxkl","","HC=83&amp;HR=27&amp;HCM=76&amp;HRM=21","Coeur des terres sauvages ","","Collines Sanglantes / Landes Amères","76","21"
"841","","Sxkl","","HC=77&amp;HR=46&amp;HCM=70&amp;HRM=41","La Pointe du Loup 19dr","","Forêt Centrale","70","41"
"842","","Maryl","","HC=92&amp;HR=72&amp;HCM=82&amp;HRM=67","erreur?","","","82","67"
"843","","Drogschol","","HC=75&amp;HR=23&amp;HCM=64&amp;HRM=17","Colporos","","Collines Sanglantes / Crache flammes","64","17"
"844","","Florestan","","HC=35&amp;HR=12&amp;HCM=28&amp;HRM=7","Ouest des terres barbares?","","Iles de Glace / Côte Gelée / Mer des Glaces / Baie Vaseuse","28","7"
"845","","Jdesores","","HC=38&amp;HR=62&amp;HCM=30&amp;HRM=56","Rocher de Burano","","Golfe de Pierre / Grand Archipel / Mer du Sommeil","30","56"
"846","","Jdesores","","HC=34&amp;HR=62&amp;HCM=28&amp;HRM=55","Marais Salants","","Ile de Feu / Grand Archipel","28","55"
"847","","Gadaviel","","HC=83&amp;HR=47&amp;HCM=78&amp;HRM=42","Reserve de Doigt (MO)","","Forêt Centrale","78","42"
"848","","Vittel","","HC=84&amp;HR=34&amp;HCM=74&amp;HRM=25","Landes amères - 2","","Landes Amères","74","25"
"849","","Maryl","","HC=89&amp;HR=79&amp;HCM=82&amp;HRM=72","Bakh def armée","","Pont de Terre","82","72"
"850","","Anjin","","HC=30&amp;HR=64&amp;HCM=22&amp;HRM=57","Créatures port la rafles","","Ile de Feu / Détroit d&apos;Espérance / Grand Archipel","22","57"
"851","","Harlock","","HC=60&amp;HR=19&amp;HCM=52&amp;HRM=12","Relais commercial du Midgard Terre-Vive","","Plaines du Sabot","52","12"
"852","","Sxkl","","HC=84&amp;HR=24&amp;HCM=78&amp;HRM=18","8 dricks","","Collines Sanglantes / Vielle Forêt","78","18"
"853","","Otar","","HC=97&amp;HR=21&amp;HCM=90&amp;HRM=15","L&apos;ordu des Tsuanas","","Vielle Forêt / Grande Assemblée","90","15"
"854","","Drogschol","","HC=75&amp;HR=9&amp;HCM=64&amp;HRM=4","Darvi","","Grand Chenal / Terres Sauvages","64","4"
"855","","Drogschol","","HC=75&amp;HR=19&amp;HCM=64&amp;HRM=13","Drachen","","Collines Sanglantes / Crache flammes","64","13"
"856","","Plum","","HC=95&amp;HR=42&amp;HCM=88&amp;HRM=36","amalhame harappan","","Harapan / Montagnes de Bourbe","88","36"
"858","","Sxkl","","HC=82&amp;HR=23&amp;HCM=76&amp;HRM=17","Dures Pertes (Les Griffes et les Crocs)","","Collines Sanglantes","76","17"
"859","","Mahoud","","HC=66&amp;HR=88&amp;HCM=58&amp;HRM=82","Nopotepem (Comptoir)","","Mer de la Soif / Hitze","58","82"
"860","","Mahoud","","HC=86&amp;HR=8&amp;HCM=78&amp;HRM=6","Brrrrrrr","","Grand Chenal / Grande Froide / Terres Sauvages","78","6"
"861","","Mahoud","","HC=42&amp;HR=72&amp;HCM=38&amp;HRM=66","Négoce Godrick","","Grand Archipel / Mer du Sommeil","38","66"
"862","","Mahoud","","HC=54&amp;HR=77&amp;HCM=46&amp;HRM=71","Trajet Godrick","","Mer de la Soif","46","71"
"863","","Harlock","","HC=42&amp;HR=24&amp;HCM=34&amp;HRM=18","Nassau","","Baie Vaseuse / Mer Impériale","34","18"
"864","","Anjin","","HC=45&amp;HR=52&amp;HCM=38&amp;HRM=46","crea","","Côte d&apos;Arain / Golfe de Pierre / Onad","38","46"
"865","","Arsthan","","HC=43&amp;HR=23&amp;HCM=36&amp;HRM=17","Port-Verole","","Baie Vaseuse","36","17"
"866","","Anjin","","HC=35&amp;HR=65&amp;HCM=28&amp;HRM=58","La Baie des Naufragés","","Grand Archipel","28","58"
"867","","Anjin","","HC=43&amp;HR=52&amp;HCM=34&amp;HRM=46","Crea 2","","Côte d&apos;Arain / Golfe de Pierre / Onad","34","46"
"868","","Gadaviel","","HC=67&amp;HR=44&amp;HCM=58&amp;HRM=41","Katarinasburg","","Haut Empire / Karaketchet","58","41"
"869","","Godrick","","HC=28&amp;HR=85&amp;HCM=20&amp;HRM=79","Empire Or","","Côte Fantôme","20","79"
"870","","Godrick","","HC=51&amp;HR=54&amp;HCM=44&amp;HRM=48","Jungle","","Golfe de Pierre / Onad","44","48"
"871","","Maryl","","HC=91&amp;HR=78&amp;HCM=84&amp;HRM=72","Kifo armée MV","","Pont de Terre","84","72"
"872","","Maryl","","HC=91&amp;HR=79&amp;HCM=84&amp;HRM=72","Cavalerie Mahoud","","Pont de Terre","84","72"
"873","","Vittel","","HC=55&amp;HR=55&amp;HCM=48&amp;HRM=49","Jungle des Raflés","","La Verte","48","49"
"874","","Eejil","","HC=33&amp;HR=59&amp;HCM=26&amp;HRM=53","Quai de la Rache","","Ile de Feu","26","53"
"875","","Amasse","","HC=56&amp;HR=65&amp;HCM=46&amp;HRM=54","Eau Sérénissime","","La Verte / Baie de Mikaron / Mer du Sommeil","46","54"
"876","","Ottokar","","HC=22&amp;HR=53&amp;HCM=14&amp;HRM=47","Monkey Island","","Ile de Feu","14","47"
"877","","Mahoud","","HC=83&amp;HR=83&amp;HCM=76&amp;HRM=77","Hewabandari","","Pays des Caïmans","76","77"
"878","","Vittel","","HC=80&amp;HR=43&amp;HCM=72&amp;HRM=37","VIgnoble de la Grappa","","Forêt Centrale / Sevel","72","37"
"879","","Vittel","","HC=105&amp;HR=55&amp;HCM=98&amp;HRM=49","Marais des Prières","","Lac Perché / Ghestalt / Lac d&apos;emeraude","98","49"
"880","","Drogschol","","HC=69&amp;HR=26&amp;HCM=62&amp;HRM=18","Brotstadt","","Plaines du Sabot / Collines Sanglantes / Landes Amères","62","18"
"881","","Vittel","","HC=63&amp;HR=49&amp;HCM=56&amp;HRM=43","La crète","","Haut Empire","56","43"
"884","","Ottokar","","HC=26&amp;HR=46&amp;HCM=18&amp;HRM=40","Ile NAQUO","","Mer de Saumure","18","40"
"885","","Vittel","","HC=115&amp;HR=90&amp;HCM=104&amp;HRM=80","Grande Baie - 2","","Grande Baie","104","80"
"886","","Ottokar","","HC=26&amp;HR=46&amp;HCM=18&amp;HRM=30","Feu Utopia","","Mer de Saumure","18","30"
"887","","Sxkl","","HC=69&amp;HR=11&amp;HCM=62&amp;HRM=5","69.11 15 dricks","","Collines de Glace / Grand Chenal","62","5"
"888","","Sxkl","","HC=69&amp;HR=9&amp;HCM=62&amp;HRM=4","69.9 install ferme","","Collines de Glace / Grand Chenal","62","4"
"889","","Lear","","HC=36&amp;HR=59&amp;HCM=30&amp;HRM=53","Collines de la Rache","","Ile de Feu / Golfe de Pierre","30","53"
"890","","Boisbande","","HC=51&amp;HR=51&amp;HCM=44&amp;HRM=49","Jungle des Raflés ","","Côte d&apos;Arain / Golfe de Pierre / Onad","44","49"
"891","","Amasse","","HC=53&amp;HR=52&amp;HCM=46&amp;HRM=46","Jungle des Raflés","","Côte d&apos;Arain / Haut Empire / Golfe de Pierre","46","46"
"892","","Godrick","","HC=51&amp;HR=47&amp;HCM=44&amp;HRM=41","Front Teuts","","Côte d&apos;Arain","44","41"
"893","","Brumor","","HC=86&amp;HR=24&amp;HCM=78&amp;HRM=18","86.24 taniere torgiel","","Collines Sanglantes / Vielle Forêt / Pays Dur","78","18"
"894","","Mahoud","","HC=83&amp;HR=95&amp;HCM=70&amp;HRM=85","Ziwabandari","","Jungle Mahoud / Repaire du dragon","70","85"
"895","","Artanys","","HC=82&amp;HR=42&amp;HCM=74&amp;HRM=36","Manoire Delagrappa","","Forêt Centrale / Sevel","74","36"
"896","","Artanys","","HC=99&amp;HR=34&amp;HCM=92&amp;HRM=28","Weichel","","Pays Dur / Harapan","92","28"
"897","","Artanys","","HC=89&amp;HR=38&amp;HCM=82&amp;HRM=32","Val de Loire","","Pays Dur / Harapan","82","32"
"898","","Bakhtawar","","HC=42&amp;HR=70&amp;HCM=34&amp;HRM=64","Nassau","","Grand Archipel / Mer du Sommeil","34","64"
"899","","Bakhtawar","","HC=57&amp;HR=68&amp;HCM=52&amp;HRM=62","Spinello","","Baie de Mikaron","52","62"
"900","","Vittel","","HC=116&amp;HR=56&amp;HCM=102&amp;HRM=45","Lac Perché - Les pas de fée","","Lac Perché","102","45"
"901","","Vittel","","HC=104&amp;HR=33&amp;HCM=96&amp;HRM=28","K&apos;do","","Pays Dur / Harapan / Rocher rouge / Mer Fumante","96","28"
"902","","Mahoud","","HC=93&amp;HR=72&amp;HCM=82&amp;HRM=66","Terre des barbus qui sentent le pipi","","Vallée de l&apos;Encens / Pont de Terre / Terres des vandales","82","66"
"903","","Ellyria","","HC=84&amp;HR=40&amp;HCM=76&amp;HRM=33","Route Impériale","","Landes Amères / Forêt Centrale","76","33"
"904","","Ellyria","","HC=85&amp;HR=40&amp;HCM=76&amp;HRM=33","Havre Givrecroc","","Landes Amères / Forêt Centrale","76","33"
"905","","Vittel","","HC=121&amp;HR=94&amp;HCM=112&amp;HRM=88","Grande Baie - 3","","Côte Fétide","112","88"
"906","","Ellyria","","HC=71&amp;HR=38&amp;HCM=64&amp;HRM=32","Ruines de Doriath","","Landes Amères / Forêt Centrale","64","32"
"907","","Bakhtawar","","HC=93&amp;HR=72&amp;HCM=82&amp;HRM=62","Terre des barbus qui sentent le pipi","","Vallée de l&apos;Encens / Pont de Terre / Terres des vandales","82","62"
"909","","Bakhtawar","","HC=26&amp;HR=68&amp;HCM=18&amp;HRM=62","Hnigur ","","Détroit d&apos;Espérance / Grand Archipel","18","62"
"912","","Vittel","","HC=96&amp;HR=26&amp;HCM=88&amp;HRM=20","Pays Barbares","","Vielle Forêt / Pays Dur","88","20"
"917","","Lear","","HC=97&amp;HR=21&amp;HCM=90&amp;HRM=15","Ordu des Tsuanas","","Vielle Forêt / Grande Assemblée","90","15"
"918","","Mahoud","","HC=83&amp;HR=61&amp;HCM=72&amp;HRM=50","Charnier MIRF","","Le Grenier","72","50"
"919","","Mahoud","","HC=55&amp;HR=50&amp;HCM=44&amp;HRM=44","Charnier Weisman","","Haut Empire","44","44"
"920","","Babotchkine","","HC=66&amp;HR=25&amp;HCM=58&amp;HRM=19","Enamel Schloss","","Plaines du Sabot","58","19"
"921","","Babotchkine","","HC=68&amp;HR=16&amp;HCM=60&amp;HRM=10","Chapelle des Valeureux","","Plaines du Sabot / Collines Sanglantes","60","10"
"922","","Sasquash","","HC=66&amp;HR=25&amp;HCM=58&amp;HRM=19","Enamel Schloss","","Plaines du Sabot","58","19"
"923","","Bakhtawar","","HC=28&amp;HR=64&amp;HCM=22&amp;HRM=58","Amasse (Moncul)","","Ile de Feu / Détroit d&apos;Espérance / Grand Archipel","22","58"
"924","","Bakhtawar","","HC=64&amp;HR=77&amp;HCM=56&amp;HRM=71","Navires fantômes","","Mer de la Soif","56","71"
"925","","Mahoud","","HC=56&amp;HR=71&amp;HCM=48&amp;HRM=65","Flotte pour N&apos;Kogo","","Baie de Mikaron / Mer du Sommeil","48","65"
"927","","Bakhtawar","","HC=80&amp;HR=38&amp;HCM=72&amp;HRM=32","Vers Harapan","","Landes Amères / Forêt Centrale / Sevel","72","32"
"928","","Lear","","HC=63&amp;HR=21&amp;HCM=56&amp;HRM=15","Bois de Noircens","","Plaines du Sabot / Kholf","56","15"
"929","","Tievani","","HC=&amp;HR=&amp;HCM=26&amp;HRM=52","Baie des Sirènes","","Mer Perdue / Iles de Glace / Côte Gelée / Collines de Glace / Grand Chenal / Grande Froide / Pont Froid / Mer des Morts / Mer des Glaces / Baie Vaseuse / Plaines du Sabot / Collines Sanglantes / Vielle Forêt / Terre des Trolls / Mer des Vents / Cercle des Brisants / Mer Impériale / Kholf / Landes Amères / Pays Dur / Atoll de Saumure / Mer de Saumure / Côte d&apos;Arain / Haut Empire / Forêt Centrale / Harapan / Monts Morts / Grand Atoll / Ile de Feu / Golfe de Pierre / La Verte / Le Grenier / Grande Forêt / Lac Perché / Atoll de Feu / Détroit d&apos;Espérance / Grand Archipel / Baie de Mikaron / Grand Ecrin / Vallée de l&apos;Encens / Côte Chaude / Baie des Naufragés / Côte Fantôme / Golfe de Feu / Mer de la Soif / Pays des Caïmans / Pont de Terre / Mer Intérieure / Côte d&apos;Or / Empire d&apos;Or / Hitze / Vallée des Mourants / Jungle Mahoud / Golfe des Epices / Grande Baie / Terres Sauvages / Montagnes de Bourbe / La Sérénissime / Mer du Sommeil / Repaire du dragon / Miroir des fées / Ghestalt / Terres des vandales / Rocher rouge / Terres des orcs / Vallée des géants / Lac d&apos;emeraude / Crache flammes / Whenua / Pakmar / Le Coeur / Dunes Infinies / Erg des Errants / Grande Blanche / Dernière Sylve / Mer Fumante / Bourbier du Silence / La Fournaise / Le Cloaque / Barrière de Corail / Ile de l&apos;Oubli / Côte Fétide / La Lisière / Monts Perdus / Baie du Trident / Bassin des Embruns / Jungle Mouvante / Erg des Mirages / Terres Condamnées / La Mâchoire / Neph / La Lame / Sevel / Pays Noir / Toko / Domaine des Baladins / Klanath / Midgard / Grande Assemblée / Utopia / Ile de la Tortue / Onad / Yanovie / Blutsauger / Karaketchet","26","52"
"930","","Vittel","","HC=60&amp;HR=42&amp;HCM=54&amp;HRM=36","Route d&apos;Arain","","Haut Empire","54","36"
"931","","Vittel","","HC=103&amp;HR=19&amp;HCM=96&amp;HRM=13","GlenTroll","","Terre des Trolls","96","13"
"932","","Babotchkine","","HC=60&amp;HR=21&amp;HCM=52&amp;HRM=15","Impasse Midgard","","Plaines du Sabot / Kholf","52","15"
"933","","Zubera","","HC=17&amp;HR=110&amp;HCM=10&amp;HRM=100","Zone Test","","Monts Perdus / Baie du Trident","10","100"
"935","","Babotchkine","","HC=101&amp;HR=73&amp;HCM=94&amp;HRM=63","CAMP Octpob","","Vallée de l&apos;Encens / Pont de Terre","94","63"
"936","","Babotchkine","","HC=128&amp;HR=66&amp;HCM=120&amp;HRM=60","CAMP Polypidum","","Barrière de Corail","120","60"
"937","","Babotchkine","","HC=125&amp;HR=73&amp;HCM=118&amp;HRM=63","CAMP Bols","","Barrière de Corail","118","63"
"938","","Babotchkine","","HC=125&amp;HR=70&amp;HCM=116&amp;HRM=60","CAMP Chot el Djerid","","Barrière de Corail","116","60"
"939","","Babotchkine","","HC=132&amp;HR=68&amp;HCM=120&amp;HRM=60","CAMP Robersponge","","Barrière de Corail","120","60"
"940","","Babotchkine","","HC=136&amp;HR=70&amp;HCM=120&amp;HRM=60","CAMP Labba","","Barrière de Corail","120","60"
"941","","Babotchkine","","HC=133&amp;HR=72&amp;HCM=120&amp;HRM=64","CAMP Anemonemo","","Barrière de Corail","120","64"
"942","","Babotchkine","","HC=122&amp;HR=68&amp;HCM=114&amp;HRM=62","CAMP Privaat","","Barrière de Corail","114","62"
"944","","Babotchkine","","HC=131&amp;HR=44&amp;HCM=116&amp;HRM=34","CAMP Cthulhu","","La Fournaise","116","34"
"945","","Babotchkine","","HC=133&amp;HR=34&amp;HCM=120&amp;HRM=32","CAMP Heldo","","Bourbier du Silence / La Fournaise","120","32"
"946","","Babotchkine","","HC=109&amp;HR=44&amp;HCM=96&amp;HRM=37","CAMP Comptoir","","Monts Morts","96","37"
"947","","Babotchkine","","HC=84&amp;HR=50&amp;HCM=74&amp;HRM=41","CAMP Abies","","Forêt Centrale / Le Grenier","74","41"
"948","","Babotchkine","","HC=76&amp;HR=43&amp;HCM=68&amp;HRM=37","CAMP Kwir","","Forêt Centrale / Sevel","68","37"
"949","","Babotchkine","","HC=121&amp;HR=35&amp;HCM=112&amp;HRM=30","CAMP Moss Cavern","","Bourbier du Silence / La Fournaise","112","30"
"950","","Babotchkine","","HC=82&amp;HR=31&amp;HCM=74&amp;HRM=25","La Passe","","Landes Amères","74","25"
"951","","Babotchkine","","HC=85&amp;HR=34&amp;HCM=78&amp;HRM=28","CAMP Harapan","","Landes Amères","78","28"
"952","","Babotchkine","","HC=95&amp;HR=24&amp;HCM=84&amp;HRM=18","GDAS","","Vielle Forêt / Pays Dur / Grande Assemblée","84","18"
"953","","Babotchkine","","HC=126&amp;HR=62&amp;HCM=114&amp;HRM=52","CAMP Lacustre","","Barrière de Corail","114","52"
"954","","Vittel","","HC=93&amp;HR=18&amp;HCM=88&amp;HRM=16","Trypo","","Vielle Forêt / Grande Assemblée","88","16"
"956","","Bakhtawar","","HC=56&amp;HR=47&amp;HCM=48&amp;HRM=40","Jungle des raflés","","Haut Empire","48","40"
"957","","Bakhtawar","","HC=89&amp;HR=33&amp;HCM=82&amp;HRM=27","N&apos;Gumu","","Pays Dur / Harapan","82","27"
"961","","Babotchkine","","HC=73&amp;HR=29&amp;HCM=60&amp;HRM=20","CAMP Blutsauger","","Landes Amères / Blutsauger","60","20"
"962","","Ottokar","","HC=50&amp;HR=67&amp;HCM=42&amp;HRM=60","Tragor","","Baie de Mikaron / Mer du Sommeil","42","60"
